angDist,Name,ref,JName,RA,DEC,Binary Type,Companion,Dist (Kpc),ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,phot_bp_rp_excess_factor_corrected,ra_epoch2000_error,dec_epoch2000_error,ra_dec_epoch2000_corr
4.377538,J1748-2446J,rhs+05,J1748-2446J,17:48:04.8,-24:46:45,BT,CO,5.5,267.01996305939,-24.78038218686,0.0058273,0.0030841,76.54,4068061085762318336,267.01995870726,0.2636,-24.78041939054,0.1919,-0.5383,0.3031,-1.7757,8.418,-0.889,0.358,-8.371,0.198,396,17.9326,2493.82,2.099,5.799e+01,95,1.1024,0.0504,18,1.706,0,1.47756e+03,1.60245e+01,17.763506,4.60565e+02,4.00993e+01,18.680315,2.03595e+04,13.975977,14.091,4.704338,,,0,,,,,,,0.012093,0.094571,0.068207,17.737915,0.011826,1.51280e+03,12.372,5.7125,3.2918,0.2943
4.440779,J1748-2446J,rhs+05,J1748-2446J,17:48:04.8,-24:46:45,BT,CO,5.5,267.01876936449,-24.77864397012,0.0071366,0.0039675,68.77,4068061085762353024,267.01874976676,0.2763,-24.77866790726,0.2123,-0.2804,0.2854,-0.9825,6.711,-4.004,0.426,-5.386,0.277,233,2.7762,1069.09,1.928,2.943e+01,95,1.0044,0.0589,15,1.132,0,1.39397e+03,1.02408e+01,17.826735,,,,,,,,,,0,,,,,,,0.008439,,,17.826735,0.008439,1.39397e+03,,6.8056,4.5117,0.3868
4.460915,J1748-2446J,rhs+05,J1748-2446J,17:48:04.8,-24:46:45,BT,CO,5.5,267.01942351490,-24.78028984164,0.0103457,0.0079290,86.47,4068061085762371200,267.01942351490,10.3376,-24.78028984164,7.9395,,,,,,,,,168,269.6574,214316.86,57.751,7.905e+03,3,,,12,,0,8.44905e+02,2.54354e+01,18.370348,,,,,,,,,,0,,,,,,,0.032801,,,18.370348,0.032801,8.44905e+02,,10.3376,7.9395,0.0330
4.571514,J1748-2446J,rhs+05,J1748-2446J,17:48:04.8,-24:46:45,BT,CO,5.5,267.01889702965,-24.77838582772,0.0111236,0.0016633,51.93,4068061085762352768,267.01889702965,8.8166,-24.77838582772,6.9835,,,,,,,,,65,3.5258,106.52,3.070,3.672e+00,3,,,5,,0,3.48318e+02,9.70388e+00,19.332426,,,,,,,,,,0,,,,,,,0.030373,,,19.332426,0.030373,3.48318e+02,,8.8166,6.9835,0.9538
4.663739,J1748-2446J,rhs+05,J1748-2446J,17:48:04.8,-24:46:45,BT,CO,5.5,267.02032239133,-24.78042864881,0.0105100,0.0087359,112.90,4068061085762318464,267.02031768279,0.4823,-24.78045578171,0.4459,-0.0815,0.4448,-0.1831,6.180,-0.962,0.647,-6.105,0.571,100,0.9697,238.67,2.087,1.010e+01,95,1.0342,0.1152,9,1.068,0,7.61878e+02,7.51777e+00,18.482653,,,,,,,,,,0,,,,,,,0.011062,,,18.482653,0.011062,7.61878e+02,,10.2611,9.0270,-0.1321
4.712087,J1748-2446J,rhs+05,J1748-2446J,17:48:04.8,-24:46:45,BT,CO,5.5,267.02101485664,-24.77823702442,0.0111646,0.0005589,129.42,4068061085689775744,267.02101485664,8.6319,-24.77823702442,7.1030,,,,,,,,,67,4.9776,134.47,2.489,5.161e+00,3,,,6,,0,4.99224e+02,8.48795e+00,18.941628,,,,,,,,,,0,,,,,,,0.018664,,,18.941628,0.018664,4.99224e+02,,8.6319,7.1030,-0.9948
4.719534,J1748-2446J,rhs+05,J1748-2446J,17:48:04.8,-24:46:45,BT,CO,5.5,267.01885561063,-24.77996610775,0.0085996,0.0045299,71.41,4068061085762341760,267.01884571508,0.4224,-24.77998665716,0.3129,0.0975,0.4510,0.2161,5.046,-2.021,0.518,-4.624,0.305,347,13.2010,2879.60,2.953,9.011e+01,95,0.9593,0.0722,17,1.545,0,1.27577e+03,8.55252e+00,17.922932,,,,,,,,,,0,,,78262670177714327,,,,0.007783,,,17.922932,0.007783,1.27577e+03,,8.2778,5.0941,0.3829
4.914161,J1748-2446J,rhs+05,J1748-2446J,17:48:04.8,-24:46:45,BT,CO,5.5,267.01857578530,-24.77960402033,0.0028203,0.0002815,51.23,4068061085808686080,267.01857578530,2.2060,-24.77960402033,1.7795,,,,,,,,,244,25.5592,1344.36,2.687,4.063e+01,3,,,11,,0,1.06433e+03,5.69166e+00,18.119680,,,,,,,,,,0,,,78262670177714327,,,,0.006427,,,18.119680,0.006427,1.06433e+03,,2.2060,1.7795,0.9793
4.930742,J1748-2446J,rhs+05,J1748-2446J,17:48:04.8,-24:46:45,BT,CO,5.5,267.02110636767,-24.78009775268,0.0029088,0.0015714,75.79,4067310462871656576,267.02109773585,0.1351,-24.78011959198,0.0998,-0.2062,0.1503,-1.3718,5.221,-1.763,0.178,-4.914,0.101,384,-3.3205,2031.48,1.042,4.922e+01,95,0.9806,0.0262,18,0.881,0,4.22374e+03,1.70243e+01,16.623125,3.81286e+02,1.16661e+01,18.885414,2.35166e+04,13.819457,5.658,5.065957,,,0,,,78262670211364078,,,,0.005171,0.033337,0.010868,16.597534,0.005085,4.32447e+03,3.888,2.8460,1.6825,0.2978
0.692389,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.01979857055,-24.77922620245,0.0082910,0.0042594,70.48,4068061085762332672,267.01976633754,0.3537,-24.77924808325,0.2693,-0.2031,0.3937,-0.5159,8.222,-6.585,0.495,-4.923,0.294,377,15.6137,4113.39,3.062,1.331e+02,95,0.9853,0.0670,19,1.624,0,1.72105e+03,7.74174e+00,17.597883,,,,,,,,,,0,,,,,181207060,,0.005608,,,17.597883,0.005608,1.72105e+03,,7.9431,4.8775,0.4113
1.355898,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.02039865807,-24.77906252284,0.0125233,0.0077936,88.05,4068061085762353536,267.02038584380,0.5952,-24.77908885085,0.4654,-1.9430,0.6760,-2.8742,6.476,-2.618,0.775,-5.924,0.466,349,21.9696,4516.14,4.702,1.390e+02,95,1.0284,0.1123,18,1.946,0,1.07630e+03,1.09673e+01,18.107530,,,,,,,,,,0,,,,,181207060,,0.011401,,,18.107530,0.011401,1.07630e+03,,12.5188,7.8007,0.0335
1.361631,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.02010273547,-24.77880011793,0.0020561,0.0011485,64.77,4068061085762350976,267.02010273547,1.9232,-24.77880011793,1.3592,,,,,,,,,256,65.3301,6397.99,10.687,2.615e+02,3,,,12,,0,4.77103e+02,8.24633e+00,18.990837,,,,,,,,,,0,,,,,,,0.018967,,,18.990837,0.018967,4.77103e+02,,1.9232,1.3592,0.4290
1.363251,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.02030457907,-24.77942536918,0.0007949,0.0005468,70.61,4068061085762353920,267.02030457907,0.7715,-24.77942536918,0.5794,,,,,,,,,398,127.2755,25644.61,7.276,8.937e+02,3,,,19,,0,1.89925e+03,2.30396e+01,17.490911,5.10008e+02,1.60631e+01,18.569600,3.00264e+04,13.554139,16.078,5.015460,,,0,,,,,181207060,,0.013456,0.034310,0.008926,17.490911,0.013456,1.89925e+03,14.316,0.7715,0.5794,0.2333
1.760592,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.02001016369,-24.77965563289,0.0539120,0.0185611,108.49,4068061085808684416,267.02001016369,51.4670,-24.77965563289,24.5391,,,,,,,,,34,129.0602,53833.11,55.564,2.123e+03,3,,,4,,1,6.17461e+02,2.23335e+01,18.710844,,,,,,,,,,0,,,,,181207060,,0.039368,,,18.710844,0.039368,6.17461e+02,,51.4670,24.5391,-0.6101
1.924223,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.01955895262,-24.77952070797,0.0023296,0.0011036,44.69,4068061085762353664,267.01955895262,1.8165,-24.77952070797,1.8291,,,,,,,,,156,20.0987,836.71,3.437,3.424e+01,3,,,7,,0,8.32130e+02,1.19483e+01,18.386889,,,,,,,,,,0,,,,,181207060,,0.015831,,,18.386889,0.015831,8.32130e+02,,1.8165,1.8291,0.6334
2.483742,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.01925041207,-24.77905343872,0.0059465,0.0027598,66.74,4068061085689849728,267.01923496699,0.2390,-24.77907263373,0.1784,-0.3774,0.2566,-1.4705,5.349,-3.155,0.350,-4.319,0.212,286,29.6630,3527.78,1.805,7.634e+01,95,1.1746,0.0466,16,2.485,0,2.87309e+03,8.60043e+00,17.041494,,,,,,,,,,0,,,,,181207060,,0.004261,,,17.041494,0.004261,2.87309e+03,,5.5709,3.4558,0.5228
2.550767,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.02068895075,-24.77883385623,0.0245901,0.0011026,131.12,4068061085762373632,267.02068895075,18.5386,-24.77883385623,16.1929,,,,,,,,,41,10.0777,204.96,4.983,1.682e+01,3,,,5,,0,3.55137e+02,9.68658e+00,19.311378,,,,,,,,,,0,,,,,,,0.029742,,,19.311378,0.029742,3.55137e+02,,18.5386,16.1929,-0.9959
2.768579,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.01953112338,-24.77852619014,0.0095315,0.0084805,79.08,4068061085762339072,267.01951932798,0.4449,-24.77854483453,0.4234,-0.0029,0.4374,-0.0066,4.838,-2.410,0.603,-4.195,0.542,159,44.5720,3447.62,3.193,1.484e+02,95,1.3431,0.0943,12,4.430,0,2.74943e+03,2.41532e+01,17.089262,,,,,,,,,,0,,,78262670193795980,,,,0.009928,,,17.089262,0.009928,2.74943e+03,,9.4958,8.5205,0.0435
3.086245,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.01962019409,-24.77838178878,0.0050180,0.0005128,130.83,4068061085762351488,267.01962019409,3.8117,-24.77838178878,3.3037,,,,,,,,,160,32.6558,1730.59,4.489,8.308e+01,3,,,9,,0,1.07931e+03,1.46948e+01,18.104506,,,,,,,,,,0,,,,,,,0.015037,,,18.104506,0.015037,1.07931e+03,,3.8117,3.3037,-0.9789
3.322784,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.01922586809,-24.77856841102,0.0102935,0.0057488,76.23,4068061085689844608,267.01922198525,0.4821,-24.77858753953,0.3656,-0.2115,0.5426,-0.3898,4.376,-0.793,0.632,-4.304,0.367,356,70.9723,34301.75,4.192,7.923e+02,95,1.0421,0.0909,18,4.654,0,4.30272e+03,2.01998e+01,16.603008,,,,,,,,,,0,,,,,,,0.005794,,,16.603008,0.005794,4.30272e+03,,10.0909,6.0974,0.2739
3.339417,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.02049214688,-24.77997956966,0.0006756,0.0004788,74.37,4068061085762336384,267.02049214688,0.6633,-24.77997956966,0.4957,,,,,,,,,354,99.8957,15222.67,5.935,3.843e+02,3,,,19,,0,1.50023e+03,2.45176e+01,17.746970,,,,,,,,,,0,,,,,,,0.017956,,,17.746970,0.017956,1.50023e+03,,0.6633,0.4957,0.1793
3.476238,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.02079363471,-24.77852385325,0.0162418,0.0014211,58.06,4068061085689851776,267.02079363471,13.8026,-24.77852385325,8.6777,,,,,,,,,86,14.1514,425.59,4.960,2.613e+01,3,,,6,,0,5.00935e+02,1.31980e+01,18.937912,,,,,,,,,,0,,,,,,,0.028738,,,18.937912,0.028738,5.00935e+02,,13.8026,8.6777,0.9813
3.579542,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.02108379226,-24.77930948471,0.0527481,0.0141274,72.25,4068061085762334464,267.02108379226,50.4211,-24.77930948471,20.9681,,,,,,,,,64,25.1457,966.23,13.411,5.733e+01,3,,,4,,0,3.05183e+02,1.11286e+01,19.475967,,,,,,,,,,0,,,,,181207060,,0.039687,,,19.475967,0.039687,3.05183e+02,,50.4211,20.9681,0.7094
3.632615,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.02106981729,-24.77944005743,0.0106107,0.0070013,84.86,4068061085762334592,267.02106926393,0.5179,-24.77946863040,0.3871,0.5117,0.5777,0.8857,6.430,-0.113,0.661,-6.429,0.426,205,27.1887,1552.02,3.328,4.859e+01,95,1.3223,0.1165,16,2.634,0,9.99803e+02,1.15540e+01,18.187580,,,,,,,,,,0,,,,,181207060,,0.012846,,,18.187580,0.012846,9.99803e+02,,10.5867,7.0376,0.0761
3.714105,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.02004386291,-24.77813573974,0.0124860,0.0064520,73.38,4068061085762351104,267.02002812011,0.5794,-24.77817832192,0.4282,-2.0649,0.6297,-3.2794,10.106,-3.216,0.759,-9.581,0.429,375,48.2899,26812.54,4.888,7.691e+02,95,0.7888,0.1041,18,3.229,0,3.41293e+03,2.40169e+01,16.854550,3.56614e+02,9.03268e+00,18.958048,2.81586e+04,13.623866,8.355,5.334182,,,0,,,78262670200206558,,181207061,,0.008122,0.027642,0.005918,16.828959,0.007955,3.49433e+03,6.548,12.1060,7.1396,0.3623
3.896735,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.02042664453,-24.78017740791,0.0590469,0.0197632,77.41,4068061085762336640,267.02042664453,57.7875,-24.78017740791,23.1891,,,,,,,,,62,8.9560,214.45,4.137,1.169e+01,3,,,2,,0,3.99945e+02,1.51758e+01,19.182365,,,,,,,,,,0,,,,,,,0.041290,,,19.182365,0.041290,3.99945e+02,,57.7875,23.1891,0.4916
3.944121,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.02028496695,-24.77810206632,0.0057505,0.0003454,131.67,4068061085762373888,267.02028496695,4.3015,-24.77810206632,3.8321,,,,,,,,,85,14.8719,451.97,2.576,1.921e+01,3,,,6,,0,1.21249e+03,2.98592e+01,17.978170,,,,,,,,,,0,,,,,,,0.026879,,,17.978170,0.026879,1.21249e+03,,4.3015,3.8321,-0.9927
3.956793,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.01880948988,-24.77896743154,0.0111636,0.0059831,75.32,4068061085762352640,267.01881080377,0.5136,-24.77898085648,0.3795,0.6125,0.5824,1.0517,3.033,0.268,0.684,-3.021,0.387,387,69.2305,39413.82,4.624,1.380e+03,95,1.0993,0.0931,19,4.366,0,5.34461e+03,4.96221e+01,16.367577,4.77980e+02,9.16680e+00,18.640018,3.35397e+04,13.433996,6.365,5.206022,,,0,,,78262670191185720,,,,0.010450,0.021009,0.015649,16.341986,0.010224,5.47208e+03,4.576,10.9052,6.4422,0.3100
4.155157,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.02120378249,-24.77879564398,0.0077723,0.0050316,63.70,4068061085762361344,267.02120378249,7.3157,-24.77879564398,5.6751,,,,,,,,,346,522.5905,1005552.10,63.506,3.718e+04,3,,,18,,1,1.44108e+03,2.13624e+01,17.790648,4.30056e+02,1.17221e+01,18.754730,2.18145e+04,13.901033,15.436,4.853697,,,0,,,78262670213255467,,,,0.016329,0.029725,0.007779,17.790648,0.016329,1.44108e+03,13.696,7.3157,5.6751,0.3357
4.158683,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.01990215823,-24.77801489766,0.0044244,0.0004672,51.77,4068061085762329856,267.01990215823,3.4874,-24.77801489766,2.7625,,,,,,,,,290,79.4874,9504.39,5.387,3.842e+02,3,,,12,,0,1.72220e+03,1.47663e+01,17.597155,,,,,,,,,,0,,,,,,,0.009708,,,17.597155,0.009708,1.72220e+03,,3.4874,2.7625,0.9767
4.372844,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.02114107142,-24.77980080180,0.0011709,0.0007152,65.92,4067310462871688320,267.02114107142,1.1081,-24.77980080180,0.8090,,,,,,,,,309,57.9459,5135.90,8.093,1.921e+02,3,,,18,,0,5.76791e+02,4.76932e+00,18.784820,,,,,,,,,,0,,,,,,,0.009391,,,18.784820,0.009391,5.76791e+02,,1.1081,0.8090,0.3571
4.377538,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.01996305939,-24.78038218686,0.0058273,0.0030841,76.54,4068061085762318336,267.01995870726,0.2636,-24.78041939054,0.1919,-0.5383,0.3031,-1.7757,8.418,-0.889,0.358,-8.371,0.198,396,17.9326,2493.82,2.099,5.799e+01,95,1.1024,0.0504,18,1.706,0,1.47756e+03,1.60245e+01,17.763506,4.60565e+02,4.00993e+01,18.680315,2.03595e+04,13.975977,14.091,4.704338,,,0,,,,,,,0.012093,0.094571,0.068207,17.737915,0.011826,1.51280e+03,12.372,5.7125,3.2918,0.2943
4.440779,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.01876936449,-24.77864397012,0.0071366,0.0039675,68.77,4068061085762353024,267.01874976676,0.2763,-24.77866790726,0.2123,-0.2804,0.2854,-0.9825,6.711,-4.004,0.426,-5.386,0.277,233,2.7762,1069.09,1.928,2.943e+01,95,1.0044,0.0589,15,1.132,0,1.39397e+03,1.02408e+01,17.826735,,,,,,,,,,0,,,,,,,0.008439,,,17.826735,0.008439,1.39397e+03,,6.8056,4.5117,0.3868
4.460915,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.01942351490,-24.78028984164,0.0103457,0.0079290,86.47,4068061085762371200,267.01942351490,10.3376,-24.78028984164,7.9395,,,,,,,,,168,269.6574,214316.86,57.751,7.905e+03,3,,,12,,0,8.44905e+02,2.54354e+01,18.370348,,,,,,,,,,0,,,,,,,0.032801,,,18.370348,0.032801,8.44905e+02,,10.3376,7.9395,0.0330
4.571514,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.01889702965,-24.77838582772,0.0111236,0.0016633,51.93,4068061085762352768,267.01889702965,8.8166,-24.77838582772,6.9835,,,,,,,,,65,3.5258,106.52,3.070,3.672e+00,3,,,5,,0,3.48318e+02,9.70388e+00,19.332426,,,,,,,,,,0,,,,,,,0.030373,,,19.332426,0.030373,3.48318e+02,,8.8166,6.9835,0.9538
4.663739,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.02032239133,-24.78042864881,0.0105100,0.0087359,112.90,4068061085762318464,267.02031768279,0.4823,-24.78045578171,0.4459,-0.0815,0.4448,-0.1831,6.180,-0.962,0.647,-6.105,0.571,100,0.9697,238.67,2.087,1.010e+01,95,1.0342,0.1152,9,1.068,0,7.61878e+02,7.51777e+00,18.482653,,,,,,,,,,0,,,,,,,0.011062,,,18.482653,0.011062,7.61878e+02,,10.2611,9.0270,-0.1321
4.712087,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.02101485664,-24.77823702442,0.0111646,0.0005589,129.42,4068061085689775744,267.02101485664,8.6319,-24.77823702442,7.1030,,,,,,,,,67,4.9776,134.47,2.489,5.161e+00,3,,,6,,0,4.99224e+02,8.48795e+00,18.941628,,,,,,,,,,0,,,,,,,0.018664,,,18.941628,0.018664,4.99224e+02,,8.6319,7.1030,-0.9948
4.719534,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.01885561063,-24.77996610775,0.0085996,0.0045299,71.41,4068061085762341760,267.01884571508,0.4224,-24.77998665716,0.3129,0.0975,0.4510,0.2161,5.046,-2.021,0.518,-4.624,0.305,347,13.2010,2879.60,2.953,9.011e+01,95,0.9593,0.0722,17,1.545,0,1.27577e+03,8.55252e+00,17.922932,,,,,,,,,,0,,,78262670177714327,,,,0.007783,,,17.922932,0.007783,1.27577e+03,,8.2778,5.0941,0.3829
4.914161,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.01857578530,-24.77960402033,0.0028203,0.0002815,51.23,4068061085808686080,267.01857578530,2.2060,-24.77960402033,1.7795,,,,,,,,,244,25.5592,1344.36,2.687,4.063e+01,3,,,11,,0,1.06433e+03,5.69166e+00,18.119680,,,,,,,,,,0,,,78262670177714327,,,,0.006427,,,18.119680,0.006427,1.06433e+03,,2.2060,1.7795,0.9793
4.930742,J1748-2446M,rhs+05,J1748-2446M,17:48:04.8,-24:46:45,BT,He,5.5,267.02110636767,-24.78009775268,0.0029088,0.0015714,75.79,4067310462871656576,267.02109773585,0.1351,-24.78011959198,0.0998,-0.2062,0.1503,-1.3718,5.221,-1.763,0.178,-4.914,0.101,384,-3.3205,2031.48,1.042,4.922e+01,95,0.9806,0.0262,18,0.881,0,4.22374e+03,1.70243e+01,16.623125,3.81286e+02,1.16661e+01,18.885414,2.35166e+04,13.819457,5.658,5.065957,,,0,,,78262670211364078,,,,0.005171,0.033337,0.010868,16.597534,0.005085,4.32447e+03,3.888,2.8460,1.6825,0.2978
0.692389,J1748-2446N,rhs+05,J1748-2446N,17:48:04.8,-24:46:45,BT,CO,5.5,267.01979857055,-24.77922620245,0.0082910,0.0042594,70.48,4068061085762332672,267.01976633754,0.3537,-24.77924808325,0.2693,-0.2031,0.3937,-0.5159,8.222,-6.585,0.495,-4.923,0.294,377,15.6137,4113.39,3.062,1.331e+02,95,0.9853,0.0670,19,1.624,0,1.72105e+03,7.74174e+00,17.597883,,,,,,,,,,0,,,,,181207060,,0.005608,,,17.597883,0.005608,1.72105e+03,,7.9431,4.8775,0.4113
1.355898,J1748-2446N,rhs+05,J1748-2446N,17:48:04.8,-24:46:45,BT,CO,5.5,267.02039865807,-24.77906252284,0.0125233,0.0077936,88.05,4068061085762353536,267.02038584380,0.5952,-24.77908885085,0.4654,-1.9430,0.6760,-2.8742,6.476,-2.618,0.775,-5.924,0.466,349,21.9696,4516.14,4.702,1.390e+02,95,1.0284,0.1123,18,1.946,0,1.07630e+03,1.09673e+01,18.107530,,,,,,,,,,0,,,,,181207060,,0.011401,,,18.107530,0.011401,1.07630e+03,,12.5188,7.8007,0.0335
1.361631,J1748-2446N,rhs+05,J1748-2446N,17:48:04.8,-24:46:45,BT,CO,5.5,267.02010273547,-24.77880011793,0.0020561,0.0011485,64.77,4068061085762350976,267.02010273547,1.9232,-24.77880011793,1.3592,,,,,,,,,256,65.3301,6397.99,10.687,2.615e+02,3,,,12,,0,4.77103e+02,8.24633e+00,18.990837,,,,,,,,,,0,,,,,,,0.018967,,,18.990837,0.018967,4.77103e+02,,1.9232,1.3592,0.4290
1.363251,J1748-2446N,rhs+05,J1748-2446N,17:48:04.8,-24:46:45,BT,CO,5.5,267.02030457907,-24.77942536918,0.0007949,0.0005468,70.61,4068061085762353920,267.02030457907,0.7715,-24.77942536918,0.5794,,,,,,,,,398,127.2755,25644.61,7.276,8.937e+02,3,,,19,,0,1.89925e+03,2.30396e+01,17.490911,5.10008e+02,1.60631e+01,18.569600,3.00264e+04,13.554139,16.078,5.015460,,,0,,,,,181207060,,0.013456,0.034310,0.008926,17.490911,0.013456,1.89925e+03,14.316,0.7715,0.5794,0.2333
1.760592,J1748-2446N,rhs+05,J1748-2446N,17:48:04.8,-24:46:45,BT,CO,5.5,267.02001016369,-24.77965563289,0.0539120,0.0185611,108.49,4068061085808684416,267.02001016369,51.4670,-24.77965563289,24.5391,,,,,,,,,34,129.0602,53833.11,55.564,2.123e+03,3,,,4,,1,6.17461e+02,2.23335e+01,18.710844,,,,,,,,,,0,,,,,181207060,,0.039368,,,18.710844,0.039368,6.17461e+02,,51.4670,24.5391,-0.6101
1.924223,J1748-2446N,rhs+05,J1748-2446N,17:48:04.8,-24:46:45,BT,CO,5.5,267.01955895262,-24.77952070797,0.0023296,0.0011036,44.69,4068061085762353664,267.01955895262,1.8165,-24.77952070797,1.8291,,,,,,,,,156,20.0987,836.71,3.437,3.424e+01,3,,,7,,0,8.32130e+02,1.19483e+01,18.386889,,,,,,,,,,0,,,,,181207060,,0.015831,,,18.386889,0.015831,8.32130e+02,,1.8165,1.8291,0.6334
2.483742,J1748-2446N,rhs+05,J1748-2446N,17:48:04.8,-24:46:45,BT,CO,5.5,267.01925041207,-24.77905343872,0.0059465,0.0027598,66.74,4068061085689849728,267.01923496699,0.2390,-24.77907263373,0.1784,-0.3774,0.2566,-1.4705,5.349,-3.155,0.350,-4.319,0.212,286,29.6630,3527.78,1.805,7.634e+01,95,1.1746,0.0466,16,2.485,0,2.87309e+03,8.60043e+00,17.041494,,,,,,,,,,0,,,,,181207060,,0.004261,,,17.041494,0.004261,2.87309e+03,,5.5709,3.4558,0.5228
2.550767,J1748-2446N,rhs+05,J1748-2446N,17:48:04.8,-24:46:45,BT,CO,5.5,267.02068895075,-24.77883385623,0.0245901,0.0011026,131.12,4068061085762373632,267.02068895075,18.5386,-24.77883385623,16.1929,,,,,,,,,41,10.0777,204.96,4.983,1.682e+01,3,,,5,,0,3.55137e+02,9.68658e+00,19.311378,,,,,,,,,,0,,,,,,,0.029742,,,19.311378,0.029742,3.55137e+02,,18.5386,16.1929,-0.9959
2.768579,J1748-2446N,rhs+05,J1748-2446N,17:48:04.8,-24:46:45,BT,CO,5.5,267.01953112338,-24.77852619014,0.0095315,0.0084805,79.08,4068061085762339072,267.01951932798,0.4449,-24.77854483453,0.4234,-0.0029,0.4374,-0.0066,4.838,-2.410,0.603,-4.195,0.542,159,44.5720,3447.62,3.193,1.484e+02,95,1.3431,0.0943,12,4.430,0,2.74943e+03,2.41532e+01,17.089262,,,,,,,,,,0,,,78262670193795980,,,,0.009928,,,17.089262,0.009928,2.74943e+03,,9.4958,8.5205,0.0435
3.086245,J1748-2446N,rhs+05,J1748-2446N,17:48:04.8,-24:46:45,BT,CO,5.5,267.01962019409,-24.77838178878,0.0050180,0.0005128,130.83,4068061085762351488,267.01962019409,3.8117,-24.77838178878,3.3037,,,,,,,,,160,32.6558,1730.59,4.489,8.308e+01,3,,,9,,0,1.07931e+03,1.46948e+01,18.104506,,,,,,,,,,0,,,,,,,0.015037,,,18.104506,0.015037,1.07931e+03,,3.8117,3.3037,-0.9789
